ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0014069	postsynaptic density	125/4702	321/19869	5.771956842230633e-10	3.998391921617947e-8	3.098629462671182e-8	SRC/SYNPO/PTK2B/NSMF/SHISA8/SEMA4C/KCNH1/IQSEC1/EEF2K/PKP4/PSD/RTN4/ABHD17C/GRIK5/CRTC1/DLGAP3/SRGAP2/BNIP3/TAMALIN/SLC30A1/DCLK1/NPTN/PDE4B/DLG4/RPL12/PRR7/HOMER2/NCK2/ADD3/CADM1/NEURL1/MAP1B/CPEB3/LRP4/CLSTN3/SH3GL3/NGFR/DTNB/FXR1/PPP1R9B/SAMD14/CAMK2A/MPP2/RPS19/CRYAB/PCBP2/DAGLA/SHANK3/SYNGAP1/DLG5/GRIN1/INSYN1/TANC1/SYN2/FXR2/P2RX4/SLC16A3/NLGN1/SPTBN1/KLHL17/PSD3/RPLP0/PTPRS/CABP1/KALRN/EPS8/ADGRB1/TSC2/SYN1/HIP1R/LRRC4C/LRFN5/LRP8/CACNG7/PLEKHA5/DLG2/PHB2/RPL14/DMTN/NLGN4Y/NCS1/NRCAM/SIGMAR1/FYN/SRCIN1/ANKS1B/LRRC4B/NLGN4X/CDK5R1/DCC/HOMER3/BAIAP2/SHANK2/IGSF9B/CACNG8/GRIN2B/MYD88/TNIK/RGS9/SLC8A1/GRIN2D/OPRD1/ADAM22/SLC8A3/NRGN/CACNG4/GAP43/ADCY1/CAMK2N1/DNAJC6/BCR/SORCS2/ATP2B2/CTNND2/KCND2/ARC/DLGAP2/ARHGAP32/GRIP1/STX1A/EPHA4/GRM5/ADD2/PRRT2/CPEB1	125
GO:0005938	cell cortex	121/4702	312/19869	1.4485865193424792e-9	9.198524397824742e-8	7.128570503080095e-8	PTK2B/FSCN1/TRIP10/NSMF/POTEF/GYPC/RHOBTB2/MARCKS/FNBP1/ACTN1/TNFAIP2/FMN2/RDX/SEPTIN11/PTK2/ENO1/DSTN/FERMT2/NEDD4/RHOF/FLNB/WDPCP/CTTN/FER/MYO7A/RIMS3/PPFIA3/SHROOM2/EPB41/PFN1/EEF1A1/BIN2/SEPTIN8/ENO2/DLG4/CAV1/TMEM250/MPP1/CTBP2/ADD3/RAI14/AKAP12/FGFR2/WASL/MYL9/RHOG/PHLDB1/CORO1A/GSN/ACTN4/PRKCB/ANLN/PHLDB2/DENND2B/PPP1R9B/ACTN3/SEPTIN4/CLIC5/RND3/DYNC1H1/EPB41L2/ASPH/MYO1D/RTKN/SPTB/RND2/TRAF2/SEPTIN3/MICAL3/ARHGEF7/ARV1/CLASP1/SPTBN1/KIAA1614/ECT2/CABP1/MPP7/EPS8/HIP1R/COTL1/ACTB/MYH9/MYO6/UNC13A/BFSP2/SPTBN4/SHROOM1/DMTN/TPM4/MYADM/SPIRE1/PKD2/MELK/DST/SAPCD2/GUCY1B1/MYH10/PDZD4/MYO5B/RYR1/ERMN/LAMC2/INSC/TLE6/CALD1/DLC1/RHOA/PLA2G4C/ARC/BFSP1/SEPTIN5/CD302/ERC2/ARHGAP32/ACTN2/CDH1/PRKD1/SPIRE2/PLS1/COBL/CRIP2	121
GO:0099572	postsynaptic specialization	130/4702	342/19869	1.6150560263048987e-9	9.466713015725637e-8	7.336408346210917e-8	SRC/SYNPO/PTK2B/NSMF/SHISA8/SEMA4C/KCNH1/IQSEC1/EEF2K/PKP4/PSD/GABRB2/RTN4/ABHD17C/GRIK5/CRTC1/DLGAP3/SRGAP2/BNIP3/TAMALIN/SLC30A1/DCLK1/NPTN/PDE4B/DLG4/NLGN2/RPL12/PRR7/HOMER2/NCK2/ADD3/CADM1/NEURL1/MAP1B/CPEB3/LRP4/RAPSN/CLSTN3/SH3GL3/NGFR/DTNB/FXR1/PPP1R9B/SAMD14/CAMK2A/MPP2/RPS19/CRYAB/PCBP2/DAGLA/SHANK3/SYNGAP1/DLG5/GRIN1/INSYN1/TANC1/SYN2/FXR2/P2RX4/SLC16A3/NLGN1/SPTBN1/KLHL17/PSD3/RPLP0/PTPRS/CABP1/KALRN/EPS8/ADGRB1/TSC2/DLGAP4/SYN1/HIP1R/LRRC4C/LRFN5/LRP8/CACNG7/PLEKHA5/DLG2/PHB2/RPL14/DMTN/NLGN4Y/NCS1/NRCAM/SIGMAR1/FYN/SRCIN1/ANKS1B/LRRC4B/NLGN4X/CDK5R1/DCC/HOMER3/BAIAP2/SHANK2/IGSF9B/CACNG8/GRIN2B/MYD88/TNIK/RGS9/SLC8A1/GRIN2D/OPRD1/ADAM22/SLC8A3/CHRNB2/NRGN/CACNG4/GAP43/ADCY1/CAMK2N1/DNAJC6/BCR/SORCS2/ATP2B2/CTNND2/KCND2/ARC/DLGAP2/ARHGAP32/GRIP1/STX1A/EPHA4/GRM5/ADD2/PRRT2/CPEB1	130
GO:0062023	collagen-containing extracellular matrix	157/4702	433/19869	1.8476636230222938e-9	1.00565691481642e-7	7.793528515154186e-8	SEMA7A/PKM/ICAM1/LGALS9/CTSS/AGRN/TGFBI/PLOD3/GPC1/CTSF/CFP/COL1A2/TGFB1/FRAS1/COL1A1/ADAMDEC1/FN1/LGALS3/ATRNL1/LAMA5/TNC/LAMB1/ACHE/EFNA5/LOXL4/CCN1/ADAMTSL4/TINAGL1/GPC5/FGFR2/LTBP1/LOXL1/SPARC/MMRN2/APLP1/NAV2/FBN1/COL19A1/SERPINH1/ITIH1/MMP2/COL12A1/COL5A1/EMILIN2/ANGPT1/EFEMP2/A1BG/MFAP5/COL7A1/P3H1/S100A10/AEBP1/CCDC80/FGL1/HSPG2/NTNG2/LTBP4/PDGFB/CD151/ADAMTS4/FBLN5/C17orf58/INHBE/LOXL3/HNRNPM/ANXA6/PRSS1/NTN1/SERPINB8/SERPINF2/VCAN/WNT2B/SERPINE1/COCH/SDC2/COL6A1/LAMA2/FMOD/EGFL7/CTSH/SERPINA1/PRELP/LTBP2/TPSAB1/SERPINF1/ITIH5/COL6A3/TGM2/COMP/SPON1/LAMB3/COL6A2/LAD1/TMEFF2/TPSB2/ADAMTS3/LGALS1/VWA1/DST/THBS2/CLU/ADAMTS2/COL4A5/CDH13/SERPINB6/PCOLCE/L1CAM/COL4A2/C1QC/COL16A1/MATN4/FBN2/S100A9/ADAM11/F3/ACTA2/FGFBP3/A2M/THBS1/LAMC3/ANGPTL4/COL27A1/NDP/LAMC2/LOX/TNXB/CTSB/WNT5A/COL2A1/F12/NTNG1/TNR/FBLN2/ANXA1/COL5A3/COL4A3/KAZALD1/FREM2/GPC4/TGFB2/PLG/MATN2/BCAN/GPC2/ACAN/FCN1/KRT1/MFAP4/ADAMTS10/ABI3BP/COL8A2/ITGB4/COL21A1/HTRA1/ECM1/LGALS4/COLQ	157
GO:0032279	asymmetric synapse	125/4702	327/19869	2.216744493452191e-9	1.1175813161829895e-7	8.660907837804353e-8	SRC/SYNPO/PTK2B/NSMF/SHISA8/SEMA4C/KCNH1/IQSEC1/EEF2K/PKP4/PSD/RTN4/ABHD17C/GRIK5/CRTC1/DLGAP3/SRGAP2/BNIP3/TAMALIN/SLC30A1/DCLK1/NPTN/PDE4B/DLG4/RPL12/PRR7/HOMER2/NCK2/ADD3/CADM1/NEURL1/MAP1B/CPEB3/LRP4/CLSTN3/SH3GL3/NGFR/DTNB/FXR1/PPP1R9B/SAMD14/CAMK2A/MPP2/RPS19/CRYAB/PCBP2/DAGLA/SHANK3/SYNGAP1/DLG5/GRIN1/INSYN1/TANC1/SYN2/FXR2/P2RX4/SLC16A3/NLGN1/SPTBN1/KLHL17/PSD3/RPLP0/PTPRS/CABP1/KALRN/EPS8/ADGRB1/TSC2/SYN1/HIP1R/LRRC4C/LRFN5/LRP8/CACNG7/PLEKHA5/DLG2/PHB2/RPL14/DMTN/NLGN4Y/NCS1/NRCAM/SIGMAR1/FYN/SRCIN1/ANKS1B/LRRC4B/NLGN4X/CDK5R1/DCC/HOMER3/BAIAP2/SHANK2/IGSF9B/CACNG8/GRIN2B/MYD88/TNIK/RGS9/SLC8A1/GRIN2D/OPRD1/ADAM22/SLC8A3/NRGN/CACNG4/GAP43/ADCY1/CAMK2N1/DNAJC6/BCR/SORCS2/ATP2B2/CTNND2/KCND2/ARC/DLGAP2/ARHGAP32/GRIP1/STX1A/EPHA4/GRM5/ADD2/PRRT2/CPEB1	125
GO:0030175	filopodium	54/4702	108/19869	2.3466274355548335e-9	1.1175813161829895e-7	8.660907837804353e-8	SRC/FSCN1/SCIMP/GPM6A/UNC5C/RDX/LCP1/RAPH1/DYNC2I2/ITGB1/ITGA3/NGDN/MTM1/MYO1G/CYFIP1/KITLG/MAP2/FXR1/RUFY3/PPP1R9B/FAT1/EPHB1/MYO3A/RIPOR2/DYNC1H1/IGF2BP1/SHTN1/FXR2/CXADR/NLGN1/INPPL1/TIAM2/HLA-G/MYO6/FARP1/VCAM1/SRCIN1/BAIAP2/SPEF1/MYO3B/ACTA2/IQGAP2/ERMN/MYO1B/NOS1AP/GAP43/TENM2/FZD3/ACP3/ACTG2/CD302/ACTN2/EPHA4/ADGRA2	54
GO:0009897	external side of plasma membrane	165/4702	462/19869	2.55308413359286e-9	1.1443824175280936e-7	8.868608043006777e-8	SLAMF1/SLAMF7/FCGR2B/SEMA7A/CD40LG/TNFRSF9/CD24/ADA/FAS/ICAM1/FCER2/ICOSLG/LILRB1/CTLA4/TNFRSF4/CCR7/HLA-F/IL27RA/EBI3/CD40/CD83/BTN2A2/CD80/ITGAM/TNFRSF11A/CD79B/CD86/TGFBR2/ABCG1/AMOT/IL21R/IL12RB1/TNFRSF18/CD9/GHR/NT5E/CCR4/ITGA7/ITGB1/ITGA3/CLEC2B/IL13RA1/ECE1/TNFRSF14/EFNA5/CD6/BTNL9/SDC1/ALCAM/TNF/P2RX7/CD274/CLEC17A/PDCD1LG2/LEPR/ITGAL/ADGRA3/ENG/ACKR3/CD163/ABCB1/PTPRC/CLEC4D/IL2RA/CD79A/ERMAP/CD1D/ACE/FCGRT/HEG1/CD5/ITGB2/ITGA5/CLEC19A/CD27/LY75/CLEC4C/ITGA6/PDCD1/ITGA1/IL3RA/PDGFRA/CNTFR/HLA-G/BTNL2/HLA-E/LY6G5C/CD163L1/NRCAM/CSF2RA/ENOX1/ATP1B2/CD8A/GP1BA/CXCR3/VCAM1/IL9R/COLEC11/ITGA9/TNFRSF13C/ENPEP/IL12B/CD19/CD1E/IL12RB2/INSR/ANPEP/CD1B/SLC4A3/ABCC4/CDH13/HLA-DRB1/STAB2/GFRA2/S1PR1/LDLR/CD3E/CSF3R/F3/ADAM9/CLEC2D/THBS1/CD59/IL7R/CXCR4/KIT/CD3G/SLC7A5/CTSB/CHRNB2/IL1R1/SLAMF9/IL13/TRPM8/ULBP2/DNAI2/ANXA1/CD3D/THBD/GPC4/PLG/CLEC6A/CD34/CD226/MCAM/CD302/CLEC4F/CBLIF/FCN1/BTN1A1/HFE/CLEC10A/ITGA2B/GLRA1/ENPP3/FCRL6/ABCG2/ADAM29/CRLF2/ITGA4/CD244/CD36/KLRD1/FASLG/CCR3	165
GO:0009898	cytoplasmic side of plasma membrane	76/4702	173/19869	3.1732596318236173e-9	1.343346577471998e-7	1.0410518441245904e-7	GNG8/SRC/PTK2B/TRAF1/HTRA2/RGS1/LCK/PTK2/FERMT2/FGR/PKP4/GNG5/GNAQ/BLK/LDLRAP1/FER/FRK/GRAMD1A/YES1/BIRC2/ESYT2/GNB2/GNB5/GNAO1/DLG4/MTSS1/GNGT1/LILRB4/ESYT1/ERRFI1/RAB21/CHMP4B/PTPN22/SYK/PPP1R9B/ANK1/LITAF/JUP/HCK/PTPRC/PTPN3/SPTB/RGS2/CDK16/SHANK3/ASPSCR1/TRAF2/MAP2K2/GNAS/CYTH3/KRAS/MYH9/GNG2/STAC3/FARP1/FYN/HIP1/SRMS/GNA15/GNG11/PLEKHA4/GNAT2/STYK1/TIAM1/KIT/ALOX15/GEM/TNK1/RHOA/STAC/GNA14/CDH1/NTSR1/AJAP1/GNG7/CAV2	76
GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	49/4702	99/19869	1.944955860187477e-8	7.800296660330829e-7	6.04498746573504e-7	GNG8/SRC/PTK2B/RGS1/LCK/PTK2/FERMT2/FGR/GNG5/GNAQ/BLK/FER/FRK/GRAMD1A/YES1/ESYT2/GNB2/GNB5/GNAO1/DLG4/GNGT1/ESYT1/ERRFI1/SYK/HCK/CDK16/SHANK3/GNAS/CYTH3/KRAS/GNG2/STAC3/FARP1/FYN/HIP1/SRMS/GNA15/GNG11/PLEKHA4/GNAT2/STYK1/TIAM1/ALOX15/TNK1/RHOA/STAC/GNA14/GNG7/CAV2	49
GO:0098978	glutamatergic synapse	120/4702	324/19869	3.79016225453558e-8	1.444051818978056e-6	1.1190952762076108e-6	SRC/PTK2B/GPM6A/ACTN1/WASF3/CANX/DNM1/PRKAR2B/SH3GL1/NRP2/ARPC2/KCNA3/ABHD17C/RAP1A/PPFIA3/LRRK2/PRKAR1B/RAB11A/RNF19A/GRIK5/CRTC1/DLGAP3/PFN1/TAMALIN/ITGB1/NPTN/PPM1H/DLG4/PRR7/NPTXR/HOMER2/STXBP1/CTBP2/PPP2R2A/CLSTN3/SH3GL3/CORO1A/ABLIM3/GHRL/FXR1/CDH11/EPHB1/OPHN1/SEMA3F/ATP2B4/PCDH17/NTNG2/SYNGAP1/TANC1/SYN2/IL1RAP/NLGN1/IL1RAPL2/SPTBN1/ADGRL3/ADORA2B/IL1RAPL1/EPS8/DLGAP4/PSD2/LRRC4C/SLC1A2/CPT1C/ACTB/LRFN5/PLAT/CACNG7/PLEKHA5/HPCA/FARP1/PHB2/NLGN4Y/NRCAM/ARHGAP22/CAMKV/SLC30A3/LRRC4B/HIP1/NLGN4X/GABBR1/HOMER3/BAIAP2/SHANK2/GUCY1B1/TNIK/RGS9/FZD4/GRIN2D/NPTX1/DRD4/EPHB2/WNT5A/NRGN/CAMK4/CACNG4/NOS1AP/ADCY1/NTNG1/TNR/BCR/RHOA/ATP2B2/KCND2/ARC/GPC4/PLG/DLGAP2/SH3GL2/BCAN/ERC2/SCN2A/SV2A/CDH1/STX1A/EPHA4/FXYD6/GRM5/PRRT2/CBLN2/ADAM23	120
GO:0019897	extrinsic component of plasma membrane	72/4702	172/19869	9.028612730085824e-8	3.2760966192025704e-6	2.5388730534226304e-6	GNG8/SRC/PTK2B/RGS1/LCK/PTK2/FERMT2/FGR/GNG5/GNAQ/BLK/FER/FRK/GRAMD1A/YES1/ESYT2/GNB2/GNB5/CDH12/GNAO1/DLG4/GNGT1/EEA1/ESYT1/ERRFI1/PICALM/CDH22/SYK/AAK1/CDH11/JUP/HCK/S100A10/SYTL3/CDK16/SHANK3/GNAS/CYTH3/KRAS/SYTL2/GNG2/STAC3/FARP1/SYTL1/FYN/CDHR3/HIP1/CDH13/DCHS1/CDH4/SRMS/SNAP91/GNA15/GNG11/PLEKHA4/GNAT2/STYK1/TIAM1/CDH23/ALOX15/TNK1/RHOA/ANXA1/CDH20/LPA/PLG/STAC/FCN1/GNA14/CDH1/GNG7/CAV2	72
GO:0044853	plasma membrane raft	52/4702	113/19869	1.5310071593621288e-7	5.302852070154282e-6	4.1095455330246615e-6	SRC/CAVIN1/MYOF/HMOX1/ITGAM/TGFBR2/LRRK2/SMO/CAV1/EFNA5/LRP4/LRP6/EHD2/SPRED1/ATP1B1/SMPD2/SCARB1/ADTRP/AKAP6/HCK/ATP2B4/IRS1/SORBS1/ITGB2/ADRA1B/LRP8/MAL/CHRNA7/CD8A/CAV3/FXYD1/INSR/CDH13/ATP1A2/CR1/PTGS2/TFPI/CHRNB2/CAVIN3/NOS1AP/F2R/MLC1/DLC1/KCND2/CDH1/SELPLG/ADD2/TEX101/CD36/PTGIS/CAV2/FASLG	52
GO:0019898	extrinsic component of membrane	115/4702	316/19869	2.1066139362792072e-7	6.9793035628032865e-6	5.408743332964006e-6	GNG8/SRC/CISH/PTK2B/MGLL/SOCS3/PIK3CB/NAAA/RGS1/LCK/PTK2/FERMT2/FGR/VPS13A/PSD/GNG5/GNAQ/BLK/FER/HID1/FRK/GRAMD1A/YES1/ESYT2/GNB2/GNB5/CDH12/PML/GNAO1/DLG4/GNGT1/SOCS6/EEA1/ESYT1/ERRFI1/PICALM/CDH22/PIK3CD/GBA1/SYK/SOCS2/COQ5/EHD2/PIK3R5/AAK1/CDH11/NOA1/JUP/HCK/S100A10/ACADVL/SYTL3/CDK16/SHANK3/ASPSCR1/WDFY3/GNAS/ATP23/CYTH3/KALRN/KRAS/SYN1/SYTL2/COQ7/ALOX15B/CNTFR/ATG14/HPCA/GNG2/STAC3/FARP1/MAL/SYTL1/WDR45B/FYN/DOC2A/CDHR3/HIP1/SLA2/CDH13/DCHS1/CDH4/PLAUR/SRMS/SNAP91/GFRA2/GNA15/GNG11/ARHGEF25/PLEKHA4/GNAT2/STYK1/TIAM1/CDH23/SNX33/PIK3R6/ALOX15/OTULINL/TNK1/RHOA/ANXA1/ULK1/KIF1A/CDH20/LPA/PLG/STAC/FCN1/NCF1/GNA14/CDH1/PIK3R3/GNG7/PIK3C2G/CAV2	115
GO:0098562	cytoplasmic side of membrane	81/4702	204/19869	2.251828876840207e-7	7.149556683967657e-6	5.540684210119983e-6	GNG8/SRC/PTK2B/TRAF1/HTRA2/RGS1/LCK/PTK2/FERMT2/FGR/PKP4/GNG5/GNAQ/BLK/LDLRAP1/FER/LRRK2/FRK/GRAMD1A/YES1/BIRC2/ESYT2/GNB2/GNB5/EEF1A1/GNAO1/DLG4/MTSS1/GNGT1/LILRB4/ESYT1/ERRFI1/RAB21/CHMP4B/PTPN22/SYK/PPP1R9B/ANK1/LITAF/JUP/HCK/PTPRC/PTPN3/SPTB/RGS2/CDK16/SHANK3/ASPSCR1/TRAF2/MAP2K2/GNAS/CYTH3/KRAS/GFAP/MYH9/GNG2/STAC3/FARP1/FYN/PKD2/HIP1/EPM2AIP1/SRMS/GNA15/GNG11/PLEKHA4/GNAT2/STYK1/TIAM1/KIT/ALOX15/GEM/TNK1/RHOA/STAC/GNA14/CDH1/NTSR1/AJAP1/GNG7/CAV2	81
GO:0030139	endocytic vesicle	122/4702	343/19869	3.775744784336012e-7	1.1508470102656164e-5	8.918706627421065e-6	SLAMF1/VIM/RAB8B/RAB9A/ACTG1/SCIMP/CTLA4/DAB2IP/HLA-F/CTSS/MYO1C/TCIRG1/LDLRAP1/FLNB/WLS/NOD2/LRP1/AMOT/FZD2/RAB11A/CD9/ECPAS/ATP6V0E2/SRGAP2/IGF2R/PLD4/ADRB2/SMO/DLG4/CAMK2B/CAV1/MTSS1/DPP4/ZYX/STXBP1/PICALM/LPAR1/RIN2/WASL/CYBA/ADAM8/SCARF1/SYK/SPARC/VAMP3/ATP6V0A2/STX7/CDC42EP4/RAB20/CORO1A/GSN/EHD2/RAB34/CAMK2A/PLEKHG5/HSPH1/AMBRA1/WNT1/SYT7/SCARB1/HYOU1/CD163/SYT9/STAB1/HBEGF/FZD5/SFTPB/RAB13/GOLIM4/NCF4/HEATR5B/RAB38/WNT4/RAB32/SH3KBP1/COLEC12/AVP/ATG14/WNT7B/HLA-G/TRIM14/MYO6/EREG/WNT3/HLA-E/SPHK1/INPP5B/HLA-A/EHD3/IRGM/VPS9D1/HLA-C/GPR161/ITGB5/TGFA/RAB9B/HLA-DRB1/STAB2/LDLR/RAB7B/CACNG8/CSF3R/GNLY/DYSF/FZD4/IL7R/RAB11FIP5/CD3G/HLA-DRB5/WNT5A/CACNG4/HLA-B/CEMIP/PLD1/CD3D/SH3GL2/NCF1/OCLN/MPEG1/SNAP23/CD36/GRIA4	122
GO:0005901	caveola	40/4702	82/19869	6.206754596413702e-7	1.7720019154245982e-5	1.3732464077264813e-5	SRC/CAVIN1/MYOF/HMOX1/TGFBR2/LRRK2/SMO/CAV1/EFNA5/LRP6/EHD2/SPRED1/ATP1B1/SMPD2/SCARB1/ADTRP/AKAP6/HCK/ATP2B4/IRS1/SORBS1/ADRA1B/LRP8/CAV3/FXYD1/INSR/CDH13/ATP1A2/PTGS2/TFPI/CAVIN3/NOS1AP/F2R/MLC1/DLC1/CDH1/CD36/PTGIS/CAV2/FASLG	40
GO:0030315	T-tubule	29/4702	52/19869	6.278746944417868e-7	1.7720019154245982e-5	1.3732464077264813e-5	RDX/SLC30A1/CACNA1D/CACNB2/KCNJ2/CACNB3/KCNJ11/ATP1B1/SLC9A1/ANK3/AKAP6/ATP2B4/RTN2/CACNG7/STAC3/CAV3/FXYD1/CASQ1/ATP1A2/CACNG8/DYSF/SLC8A1/CACNG4/NOS1AP/SCN1A/AHNAK2/STAC/CACNA2D1/SCN2A	29
GO:0044304	main axon	33/4702	63/19869	7.551387669729011e-7	2.0550562158333953e-5	1.5926046927511183e-5	KCNH1/ROBO2/SCN8A/CNTNAP2/DLG4/MAP1A/NAV1/MAP1B/MAP2/CNGA3/ANK3/DAGLA/MYO1D/SPTBN1/TUBB4A/SLC1A2/CNTNAP1/DLG2/SPTBN4/NRCAM/GABBR1/MAPT/CRHBP/KCNC2/ERMN/KCNA2/NCMAP/SCN1A/EPB41L3/SCN2A/KCNQ3/UCN/NFASC	33
GO:0150034	distal axon	101/4702	278/19869	1.230982212988055e-6	3.2345118837824065e-5	2.5066461759938253e-5	SRC/PTK2B/FSCN1/ACTG1/GPM6A/UNC5C/BASP1/PNOC/APBB2/PTBP2/KCNA3/CTTN/LRRK2/NEO1/ORAI2/GRIK5/NECTIN1/ITGA3/ENO2/ARHGAP4/OLFM1/CYFIP1/COPA/MAP1B/PTPRN/DPYSL3/STMN3/NGFR/AVPR1B/PRKCB/MAP2/FXR1/KIF20B/RUFY3/PPP1R9B/AAK1/OPHN1/USP9X/IGF2BP1/SLC32A1/GRIN1/MAP3K12/TANC1/SHTN1/FXR2/P2RX4/CXADR/GDPD5/NGEF/WHRN/OXT/PTPRS/EPS8/TIAM2/CPLX2/CRMP1/MAPK8IP3/PINK1/BRSK1/TPBG/GPRIN1/ACTB/AUTS2/DCTN2/UNC13A/ZNF804A/PCDH9/SIGMAR1/SLC18A2/TULP1/ROR1/SLC2A13/CASR/HCN3/CDK5R1/DCC/L1CAM/SHANK2/SYP/MAPT/CRHBP/KCNC2/BRSK2/PCSK1/SLC8A1/OPRD1/KCNA2/SLC8A3/DSCAM/GAP43/TENM2/DIXDC1/RAB3A/ERC2/UCN/EPHA4/BOC/NTSR1/COBL/ITGA4/PRRT2	101
GO:0043204	perikaryon	63/4702	154/19869	1.449793734284849e-6	3.479109731213078e-5	2.6962019052500853e-5	SYNPO/NSMF/PAM/KCNH1/MAP2K4/LRRK2/SERPINI1/GRIK5/ASS1/ENO2/CNTNAP2/OLFM1/AZIN2/NEURL1/MAP1B/PTPRN/NGFR/AVPR1B/RTN4RL1/RUFY3/CNGA3/CRYAB/SEPTIN4/RACK1/SLC2A3/MYO1D/WDFY3/SHTN1/FZD5/PDE9A/PTPRS/PDE11A/TIAM2/CPLX2/CRMP1/ITGA1/DLG2/HPCA/ENDOG/CDK5R1/SLC12A5/KCNB1/CRHBP/KCNC2/DDN/PCSK1/KIF5A/KCNA2/SLC8A3/GAP43/CPNE6/PRPH/SORCS2/CTNND2/KCND2/OPRM1/GLRA3/GRIP1/GLRA1/UCN/EPHA4/AMIGO1/NTSR1	63
GO:0031253	cell projection membrane	120/4702	344/19869	1.4600228205084796e-6	3.479109731213078e-5	2.6962019052500853e-5	SRC/FSCN1/SCIMP/CD44/TPM1/SHISA8/SLC6A6/KCNH1/LCP1/GPI/FERMT2/FGR/RASGRP2/PSD/NAPEPLD/MYO1C/ARPC2/KANK1/MFSD10/ROBO2/ASAP1/SLC7A11/CDHR1/PLCG1/PKD1L1/ITGB1/EEF1A1/ITGA3/SMO/NCKAP1/CNTNAP2/PDE6A/DPP4/GPR157/PAK1/DHRS3/MACF1/LIMA1/BBS2/PPP1R9B/MPP2/CYBRD1/RIPOR2/SLC7A8/DAGLA/PDE4A/MYO1D/SNAP29/SHANK3/ACE/AIF1L/ATF4/PDE9A/SPTBN1/MTMR9/PSD3/TSPEAR/CEACAM1/PSD4/ITGA5/EPS8/PSD2/SPRY2/HIP1R/SLC1A2/SLC11A2/SLC26A2/CYS1/TMEM231/SSTR3/HLA-G/MYO6/HPCA/EPHA2/CA9/DMTN/SYTL1/SPRY4/ATP1B2/PLEKHA1/EHD3/BBS7/PKD2/INSR/GPR161/GABBR1/ADCY3/SLC12A5/SHANK2/KCNB1/MAPT/KCNC2/ADGRE2/UNC5A/DDN/SLC26A6/GNAT2/SLC26A3/EPB41L5/OPRD1/SLC26A4/KCNA2/SLC7A5/EPS8L1/NDRG4/GAP43/MUC20/DLC1/RHOA/RHO/SLC7A9/ATP2B2/SLC9A3/EPB41L3/OPRM1/GUCY2D/GABRA6/PLEK2/ABCG2/CD36	120
GO:0030667	secretory granule membrane	111/4702	313/19869	1.461043456677408e-6	3.479109731213078e-5	2.6962019052500853e-5	CD44/TMC6/CMTM6/PLAU/PAM/PECAM1/LAMP3/IRAG2/RHOF/TCIRG1/SIRPA/BST2/ITGAM/RAP1A/CD9/SLC44A2/LGALS3/VPS35L/GLIPR1/IGF2R/NBEAL2/ITPR3/ABCA3/SLC15A4/SCAMP1/CAV1/BRI3/ADGRE5/HMOX2/CD55/SVIP/CYBA/ADAM8/HGSNAT/SPARC/RHOG/CD58/VGF/CYSTM1/CKAP4/ITGAL/VAPA/CPE/UBR4/ATP11A/SYT9/PTPRC/LILRB2/SLC2A3/CLEC4D/SNAP29/RND2/TMEM63A/MOXD1/LPCAT1/DEGS1/ITGB2/CEACAM1/CLEC4C/PLA1A/CYB561/CPNE1/OLR1/PIGR/MGST1/CD68/GPR84/CD109/HLA-C/ANPEP/ABCC4/LAIR1/SERPINB6/RAB27B/MANBA/RAB9B/PLAUR/CD300A/CCDC136/CR1/PTPRN2/RAB44/CD38/MMP25/IQGAP2/CD59/HLA-B/SLC2A5/ICA1/RAB26/STOM/PLD1/CPNE3/RHOA/ALDH3B1/KIF1A/RAB3A/SLCO4C1/ACP3/SPACA6/CD93/NFAM1/ATP8B3/ITGA2B/ABCA12/FRMPD3/SNAP23/TEX101/CD36/CAV2/NFASC	111
GO:0030027	lamellipodium	78/4702	203/19869	1.7187328755498757e-6	3.9687104580878945e-5	3.075627250983988e-5	DUSP22/PTK2B/FSCN1/CD44/UNC5C/WASF3/FGD1/RDX/APBB2/ARHGAP31/FERMT2/ARPC2/CTTN/FER/AMOT/PLCG1/PABPC1/RAPH1/SRGAP2/ITGB1/ARHGEF6/NCKAP1/DPP4/PAK1/MYO1G/CYFIP1/RAB3IP/WASL/CTTNBP2NL/KITLG/PARVA/CDC42BPA/CORO1A/DPYSL3/GSN/ABLIM3/MYLK/ARAP3/PARVB/RUFY3/PPP1R9B/PLEKHG5/SLC9A1/FAT1/PTPN13/CCDC88A/IGF2BP1/SHTN1/ARHGEF7/FGD3/CDC42BPB/RAB13/INPPL1/PLCE1/TIAM2/FAM89B/ACTB/EPHA2/SH3RF1/CARMIL3/SRCIN1/PKD2/WASF1/BAIAP2/MYH10/SPEF1/SH3BP1/ACTA2/IQGAP2/FGD6/NHS/KCNA2/MCC/RHOA/ACTG2/CDH1/PLEK2/PTPRM	78
